gen,seq,delta_ns
1789211068009-tick,889,50390800
1789211068009-tick,890,49845400
1789211068009-tick,891,50197800
1789211068009-tick,892,51088400
1789211068009-tick,893,49348400
1789211068009-tick,894,50378600
1789211068009-tick,895,49218100
1789211068009-tick,896,49920800
1789211068009-tick,897,49579500
1789211068009-tick,898,50277600
1789211068009-tick,899,50051300
1789211068009-tick,900,49811800
1789211068009-tick,901,50781900
1789211068009-tick,902,51017200
1789211068009-tick,903,49436800
1789211068009-tick,904,48696300
1789211068009-tick,905,50973800
1789211068009-tick,906,49501800
1789211068009-tick,907,49697600
1789211068009-tick,908,49809400
1789211068009-tick,909,50406100
1789211068009-tick,910,49625100
1789211068009-tick,911,51121400
1789211068009-tick,912,49513700
1789211068009-tick,913,50228700
1789211068009-tick,914,49239000
1789211068009-tick,915,49863500
1789211068009-tick,916,51871300
1789211068009-tick,917,48584900
1789211068009-tick,918,50484200
1789211068009-tick,919,49052900
1789211068009-tick,920,51422100
1789211068009-tick,921,50342100
1789211068009-tick,922,49500100
1789211068009-tick,923,50070300
1789211068009-tick,924,49006600
1789211068009-tick,925,50880000
1789211068009-tick,926,49816000
1789211068009-tick,927,49089900
